PRICE,BEDS,BATH,SUBLOCALITY_ENCODED,TYPE_ENCODED
3500000,3,2.0,4.0,3.0
995000,5,2.0,3.0,9.0
193999,3,1.0,9.0,6.0
245000,3,1.0,10.0,3.0
8495000,3,4.0,4.0,0.0
12500000,4,4.0,1.0,0.0
849000,3,3.0,4.0,1.0
500000,1,,3.0,0.0
1895000,3,2.0,4.0,0.0
189900,1,1.0,6.0,3.0
5500000,3,4.0,4.0,3.0
10850000,4,,1.0,0.0
999000,5,4.0,11.0,4.0
2195000,3,2.0,4.0,0.0
1260000,7,2.0,3.0,4.0
675000,1,1.0,4.0,3.0
225000,2,1.0,4.0,9.0
229000,1,1.0,6.0,3.0
1275000,6,5.0,2.0,4.0
5495000,5,4.0,4.0,0.0
850000,2,2.0,6.0,3.0
450000,4,3.0,11.0,1.0
950000,3,2.0,10.0,4.0
730000,4,3.0,10.0,1.0
830000,2,2.0,8.0,0.0
829000,5,4.0,10.0,1.0
555000,3,1.0,4.0,0.0
888000,4,2.0,10.0,1.0
1149000,6,3.0,10.0,4.0
648000,3,2.0,2.0,9.0
499000,2,1.0,6.0,0.0
450000,2,1.0,8.0,0.0
3900000,6,3.0,10.0,4.0
558000,3,2.0,2.0,1.0
1695000,4,2.0,3.0,4.0
725000,5,,10.0,1.0
940000,3,2.0,8.0,3.0
539000,2,2.0,6.0,0.0
99000,1,1.0,7.0,3.0
895000,2,2.0,4.0,9.0
995000,3,2.0,4.0,3.0
2550000,3,2.0,6.0,0.0
345000,2,1.0,3.0,3.0
879000,4,2.0,2.0,1.0
945000,2,1.0,4.0,3.0
939999,3,2.0,10.0,1.0
500000,3,2.0,10.0,3.0
475000,1,1.0,4.0,3.0
1288000,3,4.0,10.0,1.0
3099000,36,16.0,3.0,4.0
1238000,3,2.0,10.0,2.0
1450000,2,2.0,4.0,3.0
370000,2,1.0,6.0,3.0
595000,1,1.0,1.0,0.0
2799000,3,3.0,3.0,0.0
289000,1,1.0,6.0,3.0
595000,1,1.0,4.0,3.0
669000,3,1.0,10.0,9.0
1288000,3,4.0,10.0,1.0
13995000,5,,1.0,2.0
2095000,4,4.0,1.0,3.0
585000,3,1.0,10.0,3.0
699000,3,2.0,2.0,1.0
340000,1,1.0,6.0,0.0
15500000,5,5.0,4.0,0.0
199999,1,1.0,6.0,3.0
2495000,5,4.0,1.0,9.0
799000,2,2.0,6.0,3.0
888888,4,3.0,2.0,1.0
1690000,3,2.0,3.0,1.0
8950000,2,2.0,4.0,0.0
1449000,3,4.0,2.0,1.0
1295000,2,2.0,4.0,0.0
599000,1,1.0,4.0,3.0
628000,3,2.0,2.0,1.0
593000,2,2.0,9.0,0.0
634900,2,2.0,10.0,1.0
499900,2,2.0,2.0,0.0
540000,3,1.0,4.0,0.0
1950000,3,2.0,10.0,1.0
379000,2,1.0,8.0,3.0
299000,1,1.0,8.0,3.0
850000,6,3.0,11.0,4.0
199999,9,3.0,3.0,9.0
899000,4,3.0,3.0,4.0
1299000,10,6.0,3.0,4.0
699000,3,3.0,11.0,1.0
579000,2,2.0,8.0,0.0
585000,3,2.0,2.0,1.0
579000,2,1.0,8.0,3.0
499000,3,3.0,3.0,4.0
350000,3,2.0,9.0,6.0
1250000,3,2.0,2.0,1.0
899000,4,3.0,10.0,4.0
1979000,5,,3.0,2.0
599000,3,2.0,2.0,1.0
779000,4,2.0,2.0,1.0
25000000,6,6.0,1.0,2.0
350000,3,2.0,9.0,6.0
899000,4,3.0,10.0,4.0
1195000,2,2.0,4.0,3.0
1995000,2,3.0,4.0,0.0
564900,1,1.0,6.0,3.0
1250000,6,4.0,3.0,4.0
15000000,4,4.0,4.0,0.0
1399000,4,3.0,10.0,4.0
1250000,4,2.0,2.0,1.0
335000,1,1.0,10.0,3.0
685000,4,2.0,11.0,4.0
279999,2,1.0,6.0,3.0
418000,2,1.0,8.0,3.0
1780000,10,7.0,10.0,4.0
520000,2,1.0,4.0,0.0
599900,3,2.0,2.0,1.0
885000,6,5.0,11.0,4.0
258000,1,1.0,6.0,3.0
700000,2,2.0,8.0,0.0
25750000,6,6.0,1.0,4.0
999000,4,3.0,10.0,1.0
898000,3,1.0,2.0,6.0
500000,1,1.0,4.0,0.0
695000,3,2.0,3.0,1.0
215000,3,1.0,10.0,3.0
759000,3,1.0,10.0,1.0
375000,1,1.0,9.0,3.0
2700000,24,24.0,6.0,4.0
2100000,3,2.0,3.0,9.0
389888,1,1.0,10.0,3.0
285000,1,1.0,6.0,3.0
2795000,4,2.0,4.0,3.0
674999,3,1.0,9.0,0.0
12995000,4,4.0,1.0,2.0
759000,3,2.0,3.0,1.0
995000,2,2.0,6.0,0.0
229000,1,1.0,6.0,3.0
239000,1,1.0,7.0,3.0
315000,2,1.0,4.0,3.0
1100000,5,3.0,10.0,1.0
225000,1,1.0,8.0,3.0
868000,3,2.0,2.0,1.0
1380000,5,3.0,10.0,4.0
1100000,4,2.0,2.0,1.0
865000,1,1.0,4.0,3.0
1895000,3,2.0,6.0,9.0
749000,3,2.0,2.0,1.0
775000,5,2.0,11.0,4.0
2395000,2,2.0,1.0,3.0
2300000,8,6.0,3.0,4.0
700000,1,2.0,4.0,0.0
775000,5,2.0,11.0,4.0
749000,3,2.0,2.0,1.0
450000,3,1.0,6.0,0.0
865000,1,1.0,4.0,3.0
280000,3,1.0,4.0,3.0
1100000,4,2.0,2.0,1.0
1895000,3,2.0,6.0,9.0
3890000,3,4.0,4.0,0.0
560000,2,1.0,6.0,9.0
198000,1,1.0,8.0,3.0
1099000,3,2.0,2.0,1.0
779000,1,1.0,4.0,3.0
1880000,5,2.0,3.0,4.0
509000,3,1.0,11.0,1.0
499000,1,1.0,6.0,0.0
204888,3,1.0,8.0,3.0
1499000,8,3.0,11.0,4.0
1295000,8,3.0,3.0,1.0
7500000,3,,4.0,3.0
395000,1,1.0,10.0,0.0
760000,4,2.0,2.0,4.0
988000,4,3.0,10.0,1.0
528000,2,1.0,10.0,0.0
949000,5,4.0,3.0,4.0
420000,2,1.0,9.0,0.0
1380000,6,4.0,10.0,9.0
1750000,3,2.0,4.0,0.0
268000,1,1.0,8.0,3.0
849000,3,2.0,10.0,1.0
1095000,3,2.0,10.0,4.0
4295000,3,2.0,4.0,0.0
720000,3,2.0,10.0,4.0
1900000,3,,11.0,4.0
729999,3,2.0,10.0,1.0
425000,3,1.0,4.0,3.0
848000,3,3.0,3.0,1.0
213000,3,1.0,6.0,3.0
795000,3,2.0,3.0,4.0
749000,3,1.0,10.0,9.0
1350000,2,1.0,3.0,0.0
649000,2,2.0,8.0,3.0
439000,2,1.0,8.0,3.0
1699000,5,5.0,10.0,4.0
2375000,2,2.0,10.0,0.0
349999,1,1.0,8.0,3.0
425000,2,1.0,10.0,1.0
1650000,3,4.0,3.0,1.0
1225000,4,2.0,8.0,9.0
699000,3,,3.0,1.0
1150000,1,1.0,6.0,3.0
2399000,5,5.0,3.0,1.0
989000,8,5.0,11.0,4.0
318888,1,1.0,8.0,3.0
799000,2,2.0,8.0,3.0
489000,2,1.0,6.0,3.0
398000,2,1.0,6.0,3.0
1190000,3,2.0,3.0,1.0
795000,5,2.0,3.0,2.0
750000,3,4.0,3.0,4.0
899999,3,3.0,8.0,0.0
795000,5,2.0,3.0,2.0
750000,3,4.0,3.0,4.0
899999,3,3.0,8.0,0.0
1325000,3,2.0,6.0,0.0
595000,1,2.0,6.0,2.0
10700000,42,43.0,2.0,4.0
330000,1,1.0,9.0,0.0
2998000,3,3.0,10.0,0.0
425000,2,1.0,6.0,3.0
345000,2,1.0,7.0,3.0
999000,2,2.0,8.0,0.0
450000,3,,10.0,1.0
135000,2,1.0,7.0,3.0
261250,2,1.0,7.0,0.0
728000,3,2.0,8.0,0.0
199000,3,2.0,7.0,9.0
3200000,3,,1.0,4.0
1950000,3,3.0,4.0,0.0
600000,2,2.0,4.0,3.0
3200000,3,,1.0,4.0
569000,1,1.0,6.0,0.0
749000,1,1.0,4.0,3.0
2488000,4,,3.0,1.0
1138000,5,3.0,3.0,4.0
1359000,11,6.0,3.0,4.0
3720000,8,8.0,1.0,4.0
974998,7,2.0,3.0,4.0
300000,3,1.0,6.0,3.0
729000,3,3.0,10.0,1.0
750000,2,2.0,4.0,3.0
599000,3,2.0,2.0,1.0
11950000,6,5.0,1.0,2.0
825000,1,2.0,4.0,3.0
800000,3,,3.0,1.0
289000,3,1.0,6.0,3.0
4750000,4,4.0,4.0,0.0
899999,2,1.0,4.0,3.0
868000,2,2.0,10.0,2.0
3995000,3,3.0,4.0,0.0
1500000,3,2.0,3.0,1.0
625000,4,2.0,3.0,1.0
749000,1,1.0,4.0,9.0
520000,3,,11.0,1.0
749900,5,2.0,3.0,4.0
799000,6,4.0,11.0,4.0
959000,3,4.0,8.0,3.0
888000,5,3.0,3.0,4.0
725000,2,2.0,2.0,1.0
1065000,2,2.0,0.0,0.0
19995000,7,6.0,1.0,2.0
744000,2,1.0,8.0,0.0
675000,3,0.0,4.0,9.0
4595000,4,4.0,4.0,0.0
475000,1,1.0,6.0,3.0
189000,2,1.0,7.0,3.0
998888,4,3.0,10.0,1.0
675000,3,0.0,4.0,9.0
4500000,1,,3.0,9.0
32000000,4,6.0,1.0,3.0
3250000,6,4.0,3.0,4.0
769000,7,2.0,2.0,4.0
648998,3,2.0,11.0,1.0
1699900,7,5.0,3.0,1.0
3250000,8,5.0,3.0,9.0
395250,1,1.0,8.0,3.0
539000,3,2.0,2.0,1.0
1348000,5,2.0,10.0,2.0
1450000,3,3.0,8.0,0.0
465000,2,1.0,10.0,3.0
6500000,2,2.0,4.0,0.0
297000,1,1.0,8.0,3.0
244900,1,1.0,8.0,3.0
2480000,4,4.0,10.0,1.0
230000,1,1.0,8.0,3.0
780000,2,2.0,3.0,0.0
4875000,3,3.0,1.0,2.0
539999,3,2.0,8.0,3.0
750000,2,2.0,7.0,3.0
2249000,2,3.0,4.0,0.0
270000,2,1.0,8.0,3.0
399000,2,1.0,4.0,9.0
1950000,2,2.0,4.0,3.0
240000,2,1.0,8.0,3.0
628000,3,2.0,8.0,0.0
399000,2,1.0,8.0,3.0
687000,2,1.0,11.0,1.0
588000,2,2.0,2.0,2.0
825000,5,3.0,11.0,4.0
240000,2,1.0,8.0,3.0
285000,2,1.0,7.0,0.0
595000,3,1.0,6.0,0.0
899000,2,2.0,9.0,0.0
2995000,5,2.0,1.0,2.0
1180000,4,3.0,10.0,1.0
799900,4,4.0,2.0,6.0
130000,1,1.0,7.0,3.0
849999,3,2.0,10.0,1.0
185000,1,1.0,11.0,3.0
1275000,4,,10.0,1.0
2798000,5,3.0,3.0,4.0
359000,2,1.0,8.0,3.0
435000,1,1.0,6.0,9.0
988000,3,1.0,10.0,1.0
800000,1,1.0,4.0,3.0
400000,2,1.0,8.0,3.0
965000,5,3.0,11.0,4.0
1389000,5,2.0,3.0,4.0
525000,3,2.0,7.0,0.0
849999,3,2.0,10.0,1.0
289000,1,2.0,8.0,9.0
10000000,7,8.0,1.0,4.0
279000,2,1.0,10.0,3.0
15995000,5,,1.0,2.0
1850000,3,4.0,3.0,4.0
2599000,11,6.0,10.0,4.0
250000,1,1.0,6.0,3.0
2250000,3,2.0,3.0,3.0
1800000,9,7.0,10.0,4.0
350000,3,2.0,6.0,3.0
1649000,4,3.0,3.0,1.0
1395000,2,2.0,6.0,9.0
1370000,6,3.0,10.0,1.0
360000,2,1.0,4.0,3.0
1050000,1,1.0,0.0,3.0
2200000,2,2.0,4.0,0.0
650000,3,,2.0,1.0
345000,3,,10.0,1.0
7850000,5,4.0,1.0,2.0
4999000,8,5.0,1.0,4.0
4900000,4,,1.0,1.0
299000,3,1.0,4.0,9.0
1578000,5,3.0,10.0,1.0
715000,3,2.0,10.0,1.0
600000,3,1.0,6.0,2.0
850000,3,2.0,2.0,1.0
1949000,2,2.0,4.0,0.0
1599999,5,4.0,2.0,4.0
640000,3,2.0,2.0,1.0
799900,3,4.0,2.0,6.0
1599000,6,4.0,10.0,9.0
695000,3,1.0,4.0,6.0
740000,3,2.0,2.0,6.0
329000,1,1.0,6.0,3.0
750000,4,2.0,11.0,4.0
1450000,4,4.0,3.0,1.0
1999999,3,3.0,6.0,0.0
899888,4,2.0,2.0,1.0
379000,2,1.0,8.0,3.0
879000,4,2.0,2.0,4.0
1030000,2,2.0,4.0,3.0
699999,1,2.0,4.0,3.0
388000,2,1.0,10.0,3.0
1750000,1,1.0,4.0,0.0
995000,1,1.0,6.0,3.0
599999,5,4.0,10.0,1.0
300000,1,1.0,4.0,3.0
389000,1,1.0,8.0,3.0
875000,1,2.0,4.0,3.0
3000000,3,3.0,1.0,0.0
850000,3,2.0,11.0,4.0
3595000,5,4.0,1.0,2.0
925000,3,2.0,10.0,1.0
799000,5,3.0,10.0,1.0
1399000,4,2.0,10.0,9.0
1880000,3,5.0,10.0,1.0
375000,3,1.0,4.0,3.0
269000,1,1.0,6.0,3.0
925000,3,2.0,10.0,1.0
799000,5,3.0,10.0,1.0
4500000,6,4.0,10.0,1.0
589000,3,2.0,3.0,1.0
239000,1,1.0,6.0,3.0
385000,1,1.0,8.0,3.0
1000000,1,1.0,4.0,0.0
2800000,5,4.0,3.0,9.0
130000,3,1.0,8.0,3.0
789888,4,2.0,2.0,6.0
798000,3,2.0,10.0,1.0
495000,1,1.0,4.0,3.0
555000,1,1.0,8.0,0.0
1274000,3,2.0,4.0,3.0
349000,2,1.0,8.0,3.0
2500000,3,,3.0,1.0
1250000,1,1.0,4.0,9.0
2495000,8,8.0,11.0,2.0
749900,3,1.0,4.0,3.0
1399900,4,4.0,2.0,1.0
948888,2,2.0,6.0,0.0
775000,4,2.0,10.0,9.0
475000,3,2.0,11.0,1.0
2595000,3,3.0,4.0,0.0
1199000,3,1.0,2.0,4.0
750000,1,1.0,6.0,0.0
713000,2,2.0,3.0,0.0
300000,1,1.0,8.0,3.0
2695000,3,3.0,4.0,3.0
450000,2,2.0,8.0,3.0
699000,1,1.0,4.0,3.0
10950000,8,8.0,1.0,2.0
225000,1,1.0,10.0,3.0
5925000,3,4.0,6.0,0.0
225000,1,1.0,10.0,3.0
5925000,3,4.0,6.0,0.0
255000,1,1.0,10.0,3.0
2500000,12,,3.0,4.0
2095000,4,4.0,10.0,1.0
10250000,7,6.0,1.0,1.0
750000,1,1.0,6.0,3.0
2999000,9,8.0,1.0,2.0
199000,3,1.0,6.0,3.0
1250000,7,3.0,3.0,4.0
2425000,2,2.0,4.0,3.0
205000,1,1.0,8.0,9.0
2500000,5,6.0,1.0,3.0
3499000,6,8.0,1.0,3.0
649000,1,2.0,1.0,3.0
729000,2,1.0,4.0,9.0
998500,3,2.0,3.0,4.0
765000,4,2.0,11.0,4.0
599000,2,2.0,8.0,0.0
11500000,5,5.0,1.0,0.0
595000,1,2.0,4.0,3.0
675000,1,1.0,4.0,3.0
949000,8,3.0,2.0,4.0
729000,2,2.0,8.0,0.0
895000,2,1.0,4.0,6.0
2449000,3,,3.0,4.0
399999,2,1.0,8.0,3.0
397000,2,1.0,8.0,3.0
950000,2,1.0,3.0,2.0
3995000,4,3.0,4.0,0.0
599000,1,1.0,17.0,3.0
1999999,4,3.0,4.0,0.0
3370000,2,2.0,4.0,3.0
6995000,4,5.0,3.0,2.0
1598000,4,4.0,10.0,1.0
699000,2,2.0,8.0,0.0
265000,3,1.0,6.0,3.0
1699000,5,3.0,3.0,1.0
1098000,4,4.0,10.0,9.0
960000,1,1.0,6.0,6.0
1086300,2,1.0,4.0,0.0
859000,6,4.0,11.0,4.0
945000,2,2.0,10.0,1.0
549000,2,2.0,7.0,0.0
969999,6,4.0,11.0,4.0
1649000,8,3.0,3.0,1.0
2800000,2,2.0,0.0,0.0
449000,2,1.0,4.0,3.0
294500,1,1.0,8.0,3.0
990000,8,4.0,11.0,4.0
314000,2,1.0,2.0,1.0
449000,2,1.0,4.0,3.0
1598000,7,,10.0,4.0
208000,3,1.0,8.0,3.0
169900,2,1.0,7.0,3.0
235000,1,1.0,8.0,3.0
278000,1,1.0,7.0,3.0
998000,6,,3.0,2.0
6400000,3,4.0,4.0,3.0
385000,2,1.0,8.0,3.0
250000,1,1.0,6.0,3.0
1849000,6,3.0,10.0,4.0
449500,3,2.0,11.0,1.0
1250000,5,2.0,10.0,4.0
1099000,7,3.0,3.0,1.0
1900000,4,2.0,10.0,1.0
2500000,2,2.0,1.0,0.0
1288000,3,3.0,10.0,1.0
1150000,1,1.0,4.0,3.0
825000,3,2.0,8.0,0.0
4195000,5,4.0,3.0,2.0
675000,3,2.0,2.0,9.0
875000,2,1.0,3.0,0.0
297000,1,1.0,3.0,3.0
485000,1,1.0,8.0,0.0
230000,2,1.0,7.0,3.0
629000,4,2.0,11.0,1.0
625000,3,2.0,2.0,9.0
1200000,5,2.0,2.0,4.0
7550000,5,5.0,1.0,2.0
499000,2,2.0,6.0,9.0
485000,3,2.0,3.0,9.0
399000,3,,10.0,0.0
14000000,3,,1.0,1.0
299000,1,1.0,8.0,3.0
2200000,6,6.0,10.0,4.0
465000,2,2.0,8.0,0.0
278000,1,1.0,8.0,3.0
709000,3,3.0,3.0,9.0
685000,2,2.0,8.0,0.0
4500000,2,2.0,4.0,3.0
779000,3,2.0,3.0,4.0
640000,3,2.0,11.0,1.0
449000,2,2.0,8.0,3.0
1100000,2,1.0,6.0,3.0
550000,3,,6.0,0.0
1899000,3,2.0,6.0,0.0
599900,3,2.0,2.0,1.0
22500000,4,,1.0,2.0
739000,2,2.0,3.0,1.0
7995000,3,4.0,4.0,0.0
1425000,2,2.0,4.0,3.0
749000,4,2.0,10.0,4.0
548000,1,1.0,8.0,0.0
950000,1,1.0,1.0,0.0
399000,1,1.0,10.0,9.0
1460000,2,2.0,4.0,3.0
269000,3,1.0,8.0,3.0
1695000,1,2.0,3.0,0.0
155000,3,1.0,6.0,3.0
449000,2,1.0,8.0,3.0
825000,2,2.0,8.0,9.0
938000,5,3.0,4.0,4.0
690000,2,2.0,3.0,1.0
1499000,5,,3.0,1.0
795000,2,1.0,6.0,3.0
300000,2,1.0,6.0,3.0
1100000,2,2.0,4.0,0.0
5000000,2,2.0,4.0,0.0
2500000,8,4.0,3.0,1.0
425000,1,1.0,6.0,0.0
280000,3,1.0,1.0,3.0
1149000,3,2.0,3.0,1.0
410000,2,2.0,8.0,3.0
268000,1,1.0,8.0,3.0
6000000,4,4.0,4.0,3.0
4650000,3,3.0,1.0,3.0
24500000,6,8.0,1.0,1.0
660000,2,2.0,8.0,0.0
465000,2,2.0,2.0,1.0
1175000,2,2.0,4.0,0.0
698999,3,2.0,10.0,9.0
5250000,4,4.0,3.0,9.0
1078000,3,2.0,10.0,1.0
349000,1,1.0,6.0,3.0
269995,1,1.0,8.0,3.0
1590000,7,4.0,4.0,4.0
4650000,3,3.0,1.0,3.0
425000,1,1.0,6.0,0.0
375000,1,1.0,9.0,6.0
6999000,6,3.0,3.0,4.0
1398000,4,2.0,1.0,3.0
750000,3,2.0,3.0,1.0
629000,1,1.0,0.0,3.0
1150000,3,2.0,3.0,1.0
12500000,4,6.0,1.0,1.0
699900,3,2.0,2.0,1.0
1098888,2,3.0,10.0,9.0
519000,2,2.0,8.0,3.0
1200000,3,,3.0,9.0
279000,1,1.0,10.0,3.0
1325000,6,4.0,10.0,4.0
635000,4,2.0,2.0,1.0
499000,3,2.0,2.0,6.0
1100000,7,,3.0,4.0
199000,1,1.0,8.0,3.0
550000,2,2.0,4.0,3.0
518000,3,2.0,8.0,3.0
26000000,8,6.0,1.0,2.0
1250000,2,2.0,3.0,0.0
8750000,3,4.0,1.0,2.0
1465000,2,1.0,6.0,0.0
278000,1,1.0,8.0,3.0
469000,2,1.0,8.0,3.0
225000,1,1.0,8.0,3.0
1100000,4,3.0,11.0,4.0
1960000,8,7.0,10.0,4.0
799000,4,2.0,2.0,9.0
949000,5,3.0,3.0,4.0
799000,4,2.0,3.0,4.0
699000,3,3.0,3.0,1.0
900000,3,2.0,2.0,1.0
1100000,4,3.0,11.0,4.0
1235000,8,5.0,10.0,4.0
3295000,2,2.0,4.0,3.0
595000,2,1.0,4.0,3.0
269000,3,1.0,6.0,0.0
548000,2,2.0,2.0,2.0
6995000,4,4.0,4.0,3.0
1150000,2,1.0,6.0,3.0
595000,1,1.0,4.0,6.0
799000,5,2.0,6.0,0.0
2110000,2,2.0,4.0,0.0
4200000,5,4.0,1.0,2.0
450000,4,2.0,10.0,4.0
385000,1,1.0,6.0,3.0
649999,4,1.0,10.0,1.0
539000,2,1.0,6.0,0.0
550000,3,2.0,2.0,9.0
1525000,3,2.0,3.0,1.0
2100000,6,2.0,3.0,4.0
625000,3,2.0,11.0,1.0
728888,4,3.0,10.0,1.0
739000,2,1.0,4.0,3.0
1290000,3,2.0,10.0,4.0
675000,3,2.0,11.0,4.0
950000,3,2.0,2.0,6.0
550000,3,2.0,10.0,1.0
1099999,3,1.0,10.0,1.0
906300,8,4.0,3.0,4.0
5900000,3,4.0,4.0,3.0
2700000,3,3.0,4.0,0.0
659000,4,2.0,10.0,1.0
898000,1,2.0,6.0,0.0
189990,1,1.0,8.0,3.0
2150000,6,2.0,10.0,4.0
550000,3,1.0,4.0,3.0
2100000,3,3.0,4.0,3.0
1088888,3,4.0,10.0,9.0
499000,5,2.0,11.0,1.0
1795000,4,3.0,4.0,3.0
2300000,2,2.0,4.0,0.0
749000,3,3.0,10.0,9.0
594900,2,1.0,6.0,0.0
1399000,4,2.0,3.0,2.0
639000,2,2.0,8.0,0.0
1995000,9,3.0,3.0,4.0
1250000,5,2.0,3.0,4.0
275000,3,1.0,6.0,6.0
3495000,3,3.0,4.0,3.0
325000,2,1.0,9.0,9.0
500000,3,2.0,6.0,3.0
349000,3,1.0,8.0,0.0
3195000,4,4.0,3.0,4.0
24950000,7,5.0,1.0,2.0
709999,4,2.0,10.0,1.0
774900,3,2.0,2.0,1.0
988000,3,2.0,2.0,4.0
275000,1,1.0,8.0,3.0
219000,1,1.0,8.0,3.0
439000,1,1.0,4.0,3.0
425000,3,1.0,4.0,3.0
599999,4,2.0,3.0,4.0
1139000,3,3.0,3.0,4.0
680000,3,2.0,3.0,1.0
2300000,11,6.0,10.0,4.0
560000,2,2.0,9.0,0.0
1600000,9,3.0,1.0,4.0
699900,3,1.0,4.0,0.0
1650000,3,2.0,4.0,0.0
679000,1,1.0,4.0,3.0
1249000,2,2.0,6.0,0.0
438000,1,1.0,4.0,3.0
449000,2,1.0,8.0,3.0
699000,1,1.0,4.0,3.0
1400000,3,,11.0,7.0
709999,4,2.0,10.0,1.0
699900,3,1.0,4.0,0.0
24950000,7,5.0,1.0,2.0
1139000,3,3.0,3.0,4.0
438000,1,1.0,4.0,3.0
600000,3,2.0,4.0,3.0
686000,3,2.0,10.0,1.0
2255000,2,2.0,4.0,0.0
2500000,5,4.0,3.0,9.0
1848888,6,4.0,10.0,9.0
259900,2,1.0,7.0,3.0
399000,1,1.0,6.0,3.0
1479000,7,,3.0,4.0
559900,5,2.0,3.0,9.0
599000,3,2.0,2.0,1.0
2480000,7,6.0,10.0,4.0
5995000,8,6.0,3.0,4.0
4750000,3,2.0,4.0,0.0
778000,4,3.0,2.0,4.0
1125000,6,3.0,11.0,4.0
550000,1,1.0,8.0,0.0
1775000,4,4.0,3.0,2.0
888000,2,2.0,6.0,0.0
375000,3,1.0,3.0,0.0
15000000,3,2.0,10.0,1.0
849000,3,2.0,2.0,1.0
185000,3,1.0,7.0,3.0
1250000,5,4.0,2.0,4.0
349000,2,1.0,10.0,3.0
259000,2,1.0,6.0,3.0
575000,1,1.0,4.0,3.0
500000,4,1.0,4.0,3.0
399999,2,1.0,6.0,3.0
10800000,5,6.0,6.0,0.0
239000,1,1.0,7.0,3.0
6950000,6,6.0,11.0,4.0
979000,5,2.0,11.0,4.0
599999,2,1.0,6.0,0.0
699000,3,2.0,8.0,0.0
1400000,5,4.0,3.0,4.0
649000,3,2.0,3.0,1.0
5475000,4,4.0,4.0,3.0
224000,1,1.0,8.0,3.0
590000,3,1.0,4.0,0.0
1050000,3,2.0,4.0,3.0
2288000,6,4.0,3.0,4.0
1175000,3,2.0,3.0,1.0
838000,3,2.0,4.0,0.0
995000,4,2.0,10.0,9.0
1345000,1,2.0,4.0,0.0
339000,1,1.0,8.0,3.0
999000,1,1.0,4.0,3.0
2499000,7,4.0,3.0,6.0
289000,1,1.0,10.0,3.0
1350000,3,5.0,10.0,4.0
850000,2,2.0,3.0,1.0
1450000,6,4.0,3.0,2.0
549995,3,1.0,6.0,3.0
995000,3,2.0,4.0,0.0
880000,2,2.0,4.0,1.0
775000,3,2.0,2.0,1.0
330000,3,2.0,7.0,0.0
789000,3,4.0,2.0,4.0
288000,1,1.0,6.0,3.0
2399000,2,2.0,4.0,3.0
589000,3,2.0,3.0,1.0
250000,3,1.0,8.0,3.0
1495000,3,2.0,4.0,6.0
225000,1,1.0,8.0,3.0
380000,2,1.0,6.0,3.0
1800000,11,5.0,11.0,4.0
939000,3,2.0,10.0,2.0
150000,3,1.0,8.0,3.0
889000,5,2.0,10.0,4.0
665000,2,1.0,8.0,0.0
899000,1,2.0,6.0,0.0
10750000,5,6.0,1.0,2.0
3200000,5,6.0,1.0,2.0
399985,2,1.0,3.0,2.0
437500,1,1.0,8.0,3.0
1385000,1,2.0,4.0,0.0
769000,3,2.0,2.0,9.0
399000,1,1.0,4.0,3.0
1385000,1,2.0,4.0,0.0
769000,3,2.0,2.0,9.0
318000,1,1.0,8.0,3.0
1580000,6,4.0,10.0,4.0
1300000,2,2.0,4.0,3.0
625000,3,1.0,6.0,0.0
290000,3,1.0,4.0,3.0
419000,2,1.0,6.0,3.0
448000,1,1.0,6.0,3.0
540000,2,2.0,8.0,9.0
549990,3,2.0,11.0,1.0
299000,1,1.0,7.0,0.0
840000,5,1.0,2.0,6.0
15250000,4,5.0,4.0,0.0
420000,3,2.0,8.0,3.0
1550000,7,3.0,3.0,4.0
668888,3,2.0,2.0,1.0
225000,3,1.0,6.0,0.0
975000,2,1.0,4.0,0.0
1900000,4,4.0,3.0,2.0
450500,2,1.0,8.0,3.0
399000,3,2.0,3.0,3.0
249000,2,1.0,11.0,9.0
175000,3,1.0,8.0,3.0
720000,1,1.0,6.0,3.0
6995000,6,5.0,1.0,2.0
2150000,2,2.0,4.0,3.0
1388800,6,4.0,2.0,1.0
1400000,6,2.0,11.0,4.0
2250000,3,2.0,6.0,0.0
1170000,5,4.0,3.0,4.0
350000,3,2.0,7.0,0.0
748800,3,2.0,2.0,6.0
469000,2,1.0,8.0,0.0
1355000,3,2.0,6.0,0.0
1099000,6,5.0,3.0,4.0
250000,1,1.0,3.0,9.0
860000,3,4.0,2.0,9.0
2250000,2,2.0,4.0,3.0
288800,2,1.0,10.0,3.0
285000,1,1.0,9.0,0.0
399000,3,1.0,4.0,3.0
489000,2,2.0,6.0,0.0
1098000,3,3.0,10.0,4.0
1200000,3,,3.0,2.0
1750000,4,1.0,10.0,1.0
999999,8,2.0,3.0,4.0
1890000,2,2.0,4.0,3.0
180000,3,1.0,8.0,3.0
1600000,6,2.0,3.0,9.0
9995000,4,4.0,4.0,0.0
5400000,4,2.0,4.0,3.0
3395000,2,2.0,4.0,3.0
1050000,4,2.0,6.0,0.0
799000,3,2.0,3.0,1.0
698000,1,1.0,4.0,0.0
1699000,6,2.0,3.0,4.0
558000,2,1.0,8.0,0.0
1900000,2,2.0,4.0,0.0
2150000,3,3.0,4.0,0.0
769000,2,2.0,10.0,1.0
1249999,6,3.0,11.0,4.0
419000,3,,6.0,3.0
329000,1,1.0,6.0,3.0
275000,1,1.0,4.0,3.0
438000,1,1.0,8.0,3.0
568000,1,1.0,10.0,0.0
2150000,3,2.0,4.0,3.0
750000,2,2.0,6.0,1.0
999999,5,3.0,10.0,9.0
